Mostneutralwords, where count(word)>=20
amazing	0.052547770700636945
awesome	0.05384615384615385
favorite	0.08156028368794327
pomona	0.08320950965824665
absolutely	0.08677685950413223
professors	0.08933002481389578
anyone	0.08934707903780069
ive	0.08990536277602523
wonderful	0.09606986899563319
makes	0.09733333333333333
worth	0.0975
such	0.09900990099009901
here	0.1
fun	0.10198789974070872
weeks	0.10204081632653061
recommend	0.10277492291880781
ever	0.1031578947368421
life	0.10571428571428572
great	0.10590205106739221
best	0.10751565762004175
far	0.11142857142857143
manageable	0.11347517730496454
field	0.11347517730496454
until	0.11560693641618497
job	0.11988304093567251
cares	0.1218274111675127
come	0.12280701754385964
world	0.12442396313364056
effort	0.125
history	0.12536443148688048
everyone	0.12554112554112554
love	0.12602739726027398
teacher	0.12661498708010335
made	0.12685337726523888
working	0.12698412698412698
super	0.12708018154311648
enjoyed	0.1271186440677966
skills	0.12755102040816327
organized	0.1277533039647577
throughout	0.12777777777777777
shes	0.12966601178781925
everything	0.129979035639413
relevant	0.13008130081300814
see	0.13023255813953488
learning	0.13125
challenging	0.1314655172413793
definitely	0.13176895306859207
start	0.1319796954314721
solid	0.1320754716981132
one	0.1328125
explain	0.13291139240506328
understanding	0.13318284424379231
lots	0.13354037267080746
presentations	0.1337579617834395
small	0.1339712918660287
day	0.13447432762836187
enjoyable	0.13471502590673576
politics	0.13529411764705881
always	0.13584117032392895
works	0.1360544217687075
ton	0.13612565445026178
totally	0.136986301369863
weekly	0.13712374581939799
taken	0.13828238719068414
him	0.13852813852813853
once	0.1390728476821192
now	0.13989637305699482
comes	0.14
put	0.14022988505747128
fair	0.14058956916099774
writing	0.1407035175879397
may	0.1411042944785276
philosophy	0.14130434782608695
wont	0.14163090128755365
incredibly	0.14173228346456693
approachable	0.14191852825229961
language	0.14225941422594143
projects	0.14351851851851852
experience	0.1437007874015748
funny	0.14383561643835616
real	0.14453125
both	0.14603174603174604
group	0.14615384615384616
own	0.1462140992167102
work	0.14648065948002537
my	0.14653586756591047
beginning	0.14772727272727273
takes	0.1483050847457627
learn	0.14835680751173708
will	0.14835948644793154
every	0.1483644859813084
thing	0.1490066225165563
wants	0.14935064935064934
essays	0.14950166112956811
studying	0.1497005988023952
between	0.1497326203208556
make	0.15074309978768577
accessible	0.1509433962264151
classes	0.1510353227771011
learned	0.15126050420168066
relatively	0.1513157894736842
any	0.15144230769230768
last	0.15168539325842698
before	0.15207373271889402
nothing	0.15217391304347827
does	0.15247252747252749
use	0.1524822695035461
can	0.15290858725761772
etc	0.1532258064516129
top	0.15328467153284672
department	0.15333333333333332
away	0.15425531914893617
sure	0.15427509293680297
well	0.15468409586056645
enthusiastic	0.15482695810564662
right	0.155
take	0.15503512880562062
sense	0.1552511415525114
stuff	0.15555555555555556
helpful	0.15569620253164557
still	0.1557377049180328
courses	0.15579710144927536
even	0.15644820295983086
helps	0.1564625850340136
second	0.1565217391304348
