Review Number, Class ID, Comment Sentiment Score, Rating 
4395, PSYC051  PO, 0.9955, 3
4396, PSYC051  PO, 0.8868, 4
4397, PSYC051  PO, 0.0, 3
4398, PSYC051  PO, -0.4327, 2
4399, PSYC051  PO, 0.859, 2
4400, PSYC051  PO, 0.7146, 3
4401, PSYC051  PO, 0.4754, 5
4402, PSYC051  PO, 0.8957, 5
4403, PSYC051  PO, 0.8173, 4
4404, PSYC051  PO, 0.8979, 5
4405, PSYC051  PO, 0.743, 5
4406, PSYC051  PO, 0.4588, 4
4407, PSYC051  PO, 0.8779, 5
4408, PSYC051  PO, 0.836, 2
4409, PSYC051  PO, 0.6235, 5
4410, PSYC051  PO, 0.9689, 5
4411, PSYC051  PO, 0.8126, 5
4412, PSYC051  PO, 0.9014, 5
4413, PSYC051  PO, 0.9484, 5
4414, PSYC051  PO, 0.8826, 5
4415, PSYC051  PO, 0.9771, 5
4416, PSYC051  PO, 0.9812, 5
4417, PSYC051  PO, 0.7184, 5
4418, PSYC051  PO, 0.9543, 4
4419, PSYC051  PO, 0.4588, 5
4420, PSYC131  PO, 0.9658, 5
4421, PSYC131  PO, 0.9725, 5
4422, PSYC131  PO, 0.843, 4
4423, PSYC131  PO, 0.8289, 4
4424, PSYC131  PO, 0.9548, 5
4425, PSYC131  PO, 0.977, 5
4426, PSYC131  PO, 0.8145, 3
4427, PSYC131  PO, 0.6059, 3
4428, PSYC131  PO, -0.4237, 5
4429, PSYC131  PO, 0.8607, 5
4430, PSYC131  PO, -0.34, 4
4431, PSYC131  PO, 0.8887, 5
4432, PSYC131  PO, 0.891, 4
4433, PSYC131  PO, 0.4785, 3
4434, PSYC131  PO, 0.4576, 2
4435, PSYC131  PO, -0.0212, 3
4436, PSYC131  PO, 0.9057, 2
4437, PSYC131  PO, 0.8741, 3
4438, PSYC131  PO, 0.974, 4
4439, PSYC131  PO, -0.1531, 1
4440, PSYC131  PO, 0.9555, 5
4441, PSYC131  PO, 0.9477, 5
4442, PSYC131  PO, 0.7657, 5
4443, PSYC131  PO, 0.9806, 5
4444, PSYC131  PO, 0.8386, 5
4445, PSYC180Z PO, 0.8687, 5
4446, PSYC180Z PO, 0.9828, 4
4447, PSYC180Z PO, 0.624, 4
4448, PSYC180Z PO, -0.1451, 2
4449, PHIL001  PO, 0.5044, 3
4450, PHIL001  PO, 0.9916, 5
4451, PHIL001  PO, 0.8979, 4
4452, PHIL001  PO, 0.7935, 4
4453, PHIL001  PO, 0.8368, 5
4454, PHIL001  PO, 0.961, 5
4455, PHIL001  PO, 0.9919, 5
4456, PHIL001  PO, 0.0529, 4
4457, PHIL001  PO, 0.7964, 5
4458, PHIL001  PO, 0.9458, 4
4459, PHIL001  PO, 0.9079, 4
4460, PHIL001  PO, 0.952, 4
4461, PHIL001  PO, 0.8988, 4
4462, PHIL001  PO, 0.98, 5
4463, PHIL001  PO, 0.9595, 5
4464, PHIL001  PO, 0.9579, 5
4465, PHIL001  PO, 0.8979, 4
4466, PHIL001  PO, 0.9039, 4
4467, PHIL001  PO, 0.9271, 2
4468, PHIL001  PO, 0.9347, 4
4469, PHIL001  PO, 0.9908, 5
4470, PHIL001  PO, 0.9393, 5
4471, PHIL001  PO, 0.5577, 4
4472, PHIL001  PO, 0.4678, 4
4473, PHIL001  PO, 0.9884, 5
4474, PHIL001  PO, 0.9169, 4
4475, PHIL001  PO, 0.9853, 4
4476, PHIL001  PO, 0.4599, 4
4477, PHIL001  PO, 0.9668, 4
4478, PHIL001  PO, 0.9814, 5
4479, PHIL001  PO, 0.9906, 4
4480, PHIL001  PO, 0.9481, 4
4481, PHIL001  PO, 0.4588, 5
4482, PHIL001  PO, 0.8804, 5
4483, PHIL001  PO, 0.9834, 5
4484, PHIL001  PO, 0.0, 5
4485, PHIL002  PO, 0.9429, 5
4486, PHIL002  PO, 0.5006, 5
4487, PHIL002  PO, 0.9977, 5
4488, PHIL002  PO, 0.963, 5
4489, PHIL007  PO, 0.6574, 4
4490, PHIL007  PO, 0.9559, 3
4491, PHIL007  PO, 0.9694, 3
4492, PHIL030  CM, -0.8263, 1
4493, PHIL030  CM, 0.9062, 5
4494, PHIL031  PO, 0.9176, 5
4495, PHIL031  PO, -0.111, 4
4496, PHIL031  PO, 0.996, 5
4497, PHIL031  PO, 0.7277, 4
4498, PHIL031  PO, 0.9022, 4
4499, PHIL031  PO, 0.9833, 5
4500, PHIL031  PO, 0.128, 4
4501, PHIL031  PO, 0.9041, 5
4502, PHIL031  PO, 0.8993, 4
4503, PHIL031  PO, 0.9661, 3
4504, PHIL031  PO, 0.9988, 5
4505, PHIL031  PO, 0.8939, 4
4506, PHIL031  PO, 0.9579, 5
4507, PHIL031  PO, 0.9662, 5
4508, PHIL031  PO, 0.9214, 5
4509, PHIL031  PO, 0.9594, 5
4510, PHIL031  PO, 0.9498, 5
4511, PHIL052  PZ, 0.7349, 5
4512, PHIL060  PO, 0.9157, 5
4513, PHIL060  PO, 0.9839, 3
4514, PHIL060  PO, 0.8268, 3
4515, PHIL060  PO, 0.9471, 4
4516, PHIL060  PO, 0.9609, 5
4517, PHIL060  PO, 0.8654, 5
4518, PHIL060  PO, 0.9159, 4
4519, PHIL060  PO, 0.9774, 5
4520, PHIL060  PO, 0.8624, 4
4521, PHIL060  PO, 0.6958, 5
4522, PHIL060  PO, 0.9643, 4
4523, PHIL060  PO, 0.6319, 4
4524, PHIL060  PO, 0.8676, 4
4525, PHIL060  PO, 0.9783, 3
4526, PHIL070  PO, 0.889, 4
4527, PHIL070  PO, 0.8885, 3
4528, PHIL155  SC, 0.1027, 5
4529, PHIL155  SC, -0.3711, 5
4530, PHIL186K PO, 0.8201, 5
4531, PE  001  PO, 0.743, 3
4532, PE  001D PO, -0.4798, 3
4533, PE  001D PO, 0.991, 5
4534, PE  001D PO, 0.0915, 5
4535, PE  001D PO, -0.9202, 2
4536, PE  001D PO, 0.9669, 5
4537, PE  003  PO, 0.9786, 5
4538, PE  003  PO, 0.9542, 5
4539, PE  003  PO, 0.9355, 5
4540, PE  003  PO, 0.9669, 4
4541, PE  003  PO, 0.4588, 5
4542, PE  004  PO, 0.2473, 3
4543, PE  004  PO, 0.926, 5
4544, PE  004  PO, 0.8126, 5
4545, PE  004  PO, 0.9886, 5
4546, PE  004  PO, 0.9468, 5
4547, PE  004  PO, 0.9747, 4
4548, PE  004  PO, 0.8754, 5
4549, PE  004  PO, 0.7057, 4
4550, PE  004  PO, 0.9088, 5
4551, PE  004  PO, 0.922, 5
4552, PE  004  PO, 0.8248, 4
4553, PE  004  PO, 0.6369, 5
4554, PE  004  PO, 0.6808, 4
4555, PE  004  PO, 0.9846, 3
4556, PE  004  PO, -0.7879, 3
4557, PE  004  PO, 0.9389, 3
4558, PE  004  PO, -0.7935, 1
4559, PE  004  PO, -0.1779, 4
4560, PE  004  PO, 0.9568, 4
4561, PE  004  PO, 0.8779, 5
4562, PE  004  PO, 0.7906, 5
4563, PE  004  PO, 0.9288, 5
4564, PE  004  PO, -0.128, 5
4565, PE  004  PO, 0.1761, 3
4566, PE  004  PO, -0.8122, 1
4567, PE  004  PO, 0.6808, 3
4568, PE  004  PO, 0.8807, 5
4569, PE  004  PO, 0.6486, 3
4570, PE  004  PO, 0.7003, 4
4571, PE  004  PO, 0.9797, 5
4572, PE  004  PO, 0.734, 5
4573, PE  004  PO, 0.5859, 5
4574, PE  004  PO, 0.8261, 5
4575, PE  004  PO, 0.9227, 5
4576, PE  004  PO, -0.7015, 3
4577, PE  004  PO, 0.9777, 4
4578, PE  004  PO, 0.9823, 4
4579, PE  004  PO, 0.9612, 5
4580, PE  004  PO, 0.2023, 4
4581, PE  004  PO, 0.9855, 4
4582, PE  004  PO, -0.8147, 4
4583, PE  004  PO, -0.6808, 3
4584, PE  004  PO, 0.872, 5
4585, PE  004  PO, 0.5888, 4
4586, PE  004  PO, 0.379, 3
4587, PE  004  PO, 0.967, 5
4588, PE  004  PO, 0.8987, 5
4589, PE  004  PO, 0.7698, 2
4590, PE  004  PO, 0.8158, 5
4591, PE  004  PO, 0.8934, 4
4592, PE  010  PO, 0.8225, 5
4593, PE  011  PO, -0.4419, 1
4594, PE  011  PO, 0.9063, 1
4595, PE  011  PO, 0.9862, 2
4596, PE  011  PO, 0.836, 5
4597, PE  011  PO, 0.8184, 1
4598, PE  011  PO, 0.9713, 5
4599, PE  011A PO, -0.4215, 1
4600, PE  015  PO, 0.8519, 5
4601, PE  016  PO, 0.9788, 5
4602, PE  016  PO, -0.1531, 5
4603, PE  016  PO, 0.8402, 5
4604, PE  016  PO, 0.7512, 5
4605, PE  016  PO, 0.9181, 5
4606, PE  016  PO, 0.8402, 4
4607, PE  016  PO, 0.9884, 5
4608, PE  016  PO, 0.5204, 5
4609, PE  016  PO, 0.6187, 5
4610, PE  016  PO, 0.9359, 5
4611, PE  016  PO, 0.9161, 5
4612, PE  016  PO, 0.0, 5
4613, PE  016  PO, 0.4404, 5
4614, PE  016  PO, 0.0, 5
4615, PE  016  PO, 0.91, 5
4616, PE  016  PO, 0.886, 5
4617, PE  018  PO, 0.9723, 5
4618, PE  018  PO, 0.9169, 5
4619, PE  018  PO, 0.9436, 4
4620, PE  018  PO, 0.8225, 4
4621, PE  018  PO, 0.9178, 5
4622, PE  021  PO, 0.5927, 4
4623, PE  021  PO, 0.8676, 5
4624, PE  021  PO, 0.6249, 4
4625, PE  021  PO, 0.0052, 2
4626, PE  022A PO, -0.5289, 1
4627, PE  022A PO, 0.9983, 2
4628, PE  022A PO, 0.9434, 5
4629, PE  022A PO, 0.8991, 5
4630, PE  022A PO, 0.8847, 4
4631, PE  022A PO, 0.6369, 5
4632, PE  022A PO, 0.8999, 5
4633, PE  022A PO, 0.9888, 5
4634, PE  022A PO, 0.9604, 5
4635, PE  022A PO, 0.6973, 3
4636, PE  022A PO, 0.9741, 5
4637, PE  022A PO, 0.4678, 3
4638, PE  022A PO, 0.6474, 4
4639, PE  022A PO, 0.8591, 4
4640, PE  023  PO, 0.8396, 4
4641, PE  023  PO, 0.0, 2
4642, PE  023  PO, 0.0, 3
4643, PE  026  PO, 0.4936, 4
4644, PE  026  PO, 0.6369, 3
4645, PE  030  JP, 0.9862, 5
4646, PE  030  JP, 0.9524, 5
4647, PE  031  JP, 0.0108, 2
4648, PE  031  JP, 0.8899, 5
4649, PE  032  PO, 0.9892, 5
4650, PE  032  PO, 0.9272, 5
4651, PE  032  PO, 0.9712, 5
4652, PE  032  PO, 0.9696, 5
4653, PE  032  PO, 0.6249, 4
4654, PE  033B PO, 0.8685, 5
4655, PE  033B PO, 0.8467, 4
4656, PE  036  JP, 0.9941, 5
4657, PE  039  JP, 0.7574, 1
4658, PE  055A PO, 0.9437, 5
4659, PE  055A PO, 0.8689, 5
4660, PE  055A PO, 0.7579, 4
4661, PE  055A PO, 0.7102, 5
4662, PE  055A PO, 0.9543, 5
4663, PE  055A PO, 0.8795, 4
4664, PE  055A PO, 0.9634, 5
4665, PE  056B JP, 0.8601, 5
4666, PE  067  PO, 0.9657, 5
4667, PE  067C PO, 0.9281, 5
4668, PE  067C PO, 0.8126, 5
4669, PE  069  PO, 0.882, 5
4670, PE  069  PO, 0.7906, 5
4671, PE  069  PO, 0.765, 5
4672, PE  069  PO, 0.6369, 5
4673, PE  069  PO, 0.6059, 5
4674, PE  069  PO, 0.5859, 4
4675, PE  072  PO, 0.9521, 5
4676, PE  074  JP, 0.9558, 5
4677, PE  075A PO, 0.9421, 5
4678, PE  075A PO, 0.9108, 5
4679, PE  075A PO, -0.228, 5
4680, PE  075C JP, 0.8519, 4
4681, PE  077A PO, 0.9857, 5
4682, PE  077A PO, 0.9371, 5
4683, PE  077B PO, 0.9542, 5
4684, PE  078A JP, -0.4005, 2
4685, PE  084  PO, 0.9545, 5
4686, PE  084  PO, 0.8625, 5
4687, PE  084  PO, 0.9648, 5
4688, PE  084  PO, 0.9485, 5
4689, PE  084  PO, 0.6369, 5
4690, PE  084  PO, 0.9779, 5
4691, PE  084  PO, 0.8555, 5
4692, PE  084  PO, 0.9926, 5
4693, PE  084  PO, 0.9197, 5
4694, PE  084  PO, 0.6369, 5
4695, PE  084  PO, 0.9323, 5
4696, PE  084  PO, 0.7506, 5
4697, PE  105M PO, 0.9149, 1
4698, PE  110  PO, 0.0, 5
4699, PE  115M PO, 0.0, 5
4700, PE  115W PO, 0.7841, 5
4701, PHYS003  PO, 0.771, 5
4702, PHYS003  PO, 0.7351, 3
4703, PHYS003  PO, 0.9155, 4
4704, PHYS003  PO, -0.1445, 2
4705, PHYS003  PO, 0.9829, 5
4706, PHYS003  PO, 0.8697, 1
4707, PHYS003  PO, 0.0, 4
4708, PHYS003  PO, 0.9675, 2
4709, PHYS003  PO, 0.7003, 3
4710, PHYS003  PO, -0.5006, 3
4711, PHYS003  PO, 0.9647, 5
4712, PHYS003  PO, 0.8331, 4
4713, PHYS070  PO, 0.8202, 3
4714, PHYS070  PO, 0.9783, 4
4715, PHYS070  PO, -0.5376, 3
4716, PHYS070  PO, 0.9184, 5
4717, PHYS070  PO, 0.9707, 5
4718, PHYS070  PO, 0.4998, 5
4719, PHYS070  PO, 0.732, 4
4720, PHYS070  PO, 0.9699, 4
4721, PHYS070  PO, 0.9906, 5
4722, PHYS070  PO, 0.9517, 4
4723, PHYS070  PO, 0.9688, 5
4724, PHYS070  PO, 0.9942, 5
4725, PHYS070  PO, 0.9263, 5
4726, PHYS070  PO, 0.8402, 5
4727, PHYS070  PO, 0.9636, 3
4728, PHYS070  PO, 0.82, 4
4729, PHYS070  PO, 0.7645, 5
4730, PHYS070  PO, 0.9845, 5
4731, PHYS070  PO, 0.8901, 5
4732, PHYS070  PO, 0.9702, 5
4733, PHYS070  PO, 0.9768, 4
4734, PHYS070  PO, 0.9553, 4
4735, PHYS070  PO, 0.8791, 5
4736, PHYS070  PO, 0.7962, 4
4737, PHYS070  PO, -0.8971, 4
4738, PHYS070  PO, 0.0, 5
4739, PHYS070  PO, 0.9357, 5
4740, PHYS070  PO, 0.9839, 5
4741, PHYS070  PO, 0.9425, 5
4742, PHYS070  PO, 0.9955, 5
4743, PHYS070  PO, 0.6355, 3
4744, PHYS070  PO, -0.8175, 1
4745, PHYS070  PO, 0.2846, 2
4746, PHYS070  PO, 0.7774, 1
4747, PHYS070  PO, -0.8265, 2
4748, PHYS070  PO, 0.9626, 5
4749, PHYS070  PO, 0.928, 5
4750, PHYS070  PO, 0.8439, 3
4751, PHYS070  PO, 0.936, 3
4752, PHYS070  PO, 0.2518, 1
4753, PHYS070  PO, -0.4215, 2
4754, PHYS070  PO, 0.8955, 5
4755, PHYS070  PO, 0.9848, 3
4756, PHYS070  PO, 0.267, 3
4757, PHYS070  PO, 0.974, 5
4758, PHYS070  PO, 0.9222, 5
4759, PHYS070  PO, 0.7316, 5
4760, PHYS070  PO, 0.4939, 2
4761, PHYS070  PO, 0.6992, 2
4762, PHYS070  PO, 0.8586, 1
4763, PHYS070  PO, -0.8107, 2
4764, PHYS070  PO, 0.9715, 2
4765, PHYS070  PO, 0.8555, 4
4766, PHYS070  PO, -0.759, 3
4767, PHYS070 LPO, -0.2668, 2
4768, PHYS070 LPO, 0.836, 5
4769, PHYS070 LPO, 0.4445, 4
4770, PHYS070 LPO, 0.9841, 3
4771, PHYS070 LPO, -0.8731, 2
4772, PHYS070 LPO, 0.9168, 3
4773, PHYS070 LPO, 0.4675, 3
4774, PHYS070 LPO, 0.8922, 3
4775, PHYS070 LPO, 0.8923, 5
4776, PHYS070 LPO, 0.3182, 3
4777, PHYS070 LPO, 0.8201, 2
4778, PHYS070 LPO, 0.9642, 4
4779, PHYS070 LPO, 0.0, 3
4780, PHYS070 LPO, -0.4336, 1
4781, PHYS070 LPO, 0.8092, 4
4782, PHYS070 LPO, 0.6428, 3
4783, PHYS070 LPO, 0.5022, 4
4784, PHYS101  PO, 0.836, 3
4785, PHYS101  PO, 0.8687, 5
4786, PHYS101  PO, 0.9353, 4
4787, PHYS101  PO, 0.8955, 5
4788, PHYS101  PO, 0.8907, 5
4789, PHYS101  PO, -0.476, 1
4790, PHYS101  PO, 0.3175, 3
4791, PHYS101  PO, -0.8803, 3
4792, PHYS101  PO, -0.1145, 1
4793, PHYS101  PO, -0.451, 3
4794, PHYS101  PO, 0.9583, 4
4795, PHYS101  PO, 0.9798, 5
4796, PHYS101  PO, 0.6369, 5
4797, PHYS101  PO, -0.9028, 2
4798, PHYS101  PO, 0.4138, 4
4799, PHYS101  PO, 0.4019, 4
4800, PHYS101 LPO, 0.1196, 1
4801, PHYS101 LPO, -0.5994, 1
4802, PHYS101 LPO, -0.1779, 3
4803, PHYS101 LPO, 0.953, 3
4804, PHYS101 LPO, 0.9868, 5
4805, PHYS117  HM, 0.8555, 5
4806, PHYS117  HM, 0.8903, 5
4807, PHYS155  PO, 0.9801, 4
4808, PHYS161  HM, 0.9664, 4
4809, PHYS170  PO, 0.8643, 4
4810, PHYS170  PO, 0.7552, 1
4811, PHYS170  PO, 0.687, 5
4812, PHYS170  PO, 0.4939, 5
4813, PHYS170  PO, 0.0, 1
4814, PHYS170  PO, 0.9679, 4
4815, PHYS170  PO, 0.9116, 5
4816, PHYS170  PO, 0.3384, 5
4817, PHYS170  PO, 0.8625, 5
4818, PHYS190  PO, 0.9384, 2
4819, PHYS190  PO, -0.101, 1
4820, PHYS190  PO, 0.3612, 3
4821, PHYS190  PO, -0.0676, 3
4822, PHYS193  PO, 0.7193, 1
4823, PSYC107  CM, 0.9813, 5
4824, PSYC145  CM, 0.9744, 5
4825, PSYC158 LPO, 0.4927, 4
4826, PSYC176  PO, 0.9691, 4
4827, PSYC176  PO, 0.9313, 4
4828, PSYC176  PO, 0.9325, 3
4829, PSYC176  PO, 0.9932, 2
4830, PSYC176  PO, 0.553, 3
4831, PSYC176  PO, -0.2509, 3
4832, PSYC176  PO, 0.9115, 4
4833, PSYC176  PO, 0.9408, 3
4834, PSYC176  PO, 0.1856, 2
4835, PSYC176  PO, 0.5994, 2
4836, PSYC176  PO, 0.4588, 5
4837, PSYC190  PO, -0.5719, 1
4838, PSYC190  PO, 0.8243, 1
4839, PSYC190R PO, 0.9888, 5
4840, RLST190  PO, 0.624, 5
4841, RLST190  PO, -0.6203, 3
4842, RLST191  PO, 0.7511, 5
4843, SOC 001  PZ, 0.9756, 5
4844, SOC 075  PO, 0.9817, 5
4845, SOC 075  PO, 0.8554, 5
4846, SOC 075  PO, 0.8548, 5
4847, SOC 075  PO, 0.8883, 4
4848, SOC 089A PO, 0.9982, 5
4849, SOC 089A PO, 0.9811, 3
4850, SOC 102  PO, 0.5267, 4
4851, SOC 102  PO, 0.831, 5
4852, SOC 102  PO, 0.9706, 5
4853, SOC 102  PO, -0.1018, 5
4854, SOC 102  PO, 0.0, 2
4855, SOC 102  PO, 0.949, 4
4856, SOC 102  PO, 0.3612, 3
4857, SOC 102  PO, 0.9546, 4
4858, SOC 102  PO, 0.9422, 5
4859, SOC 102  PO, 0.9738, 5
4860, SOC 102  PO, 0.8141, 4
4861, SOC 154  PO, 0.0362, 3
4862, SOC 154  PO, -0.1748, 3
4863, SOC 154  PO, 0.7991, 3
4864, SOC 154  PO, -0.6486, 2
4865, SOC 154  PO, 0.0129, 3
4866, SOC 154  PO, 0.7924, 2
4867, SOC 154  PO, 0.6249, 4
4868, SOC 154  PO, -0.8554, 1
4869, SOC 154  PO, 0.7506, 3
4870, SOC 190  PO, 0.0516, 3
4871, SPCH061A CM, 0.8974, 5
4872, THEA013  PO, -0.4215, 5
4873, THEA013  PO, 0.9633, 4
4874, THEA014  PO, 0.978, 5
4875, THEA014  PO, 0.9216, 5
4876, THEA014  PO, 0.9332, 5
4877, THEA021  PO, 0.8225, 5
4878, THEA030  PO, 0.9824, 3
4879, THEA052C PO, 0.7579, 3
4880, THEA052C PO, 0.9336, 5
4881, THEA053HIPO, 0.8408, 3
4882, THEA060  PO, 0.8779, 5
4883, THEA061  PO, 0.9849, 5
4884, THEA061  PO, 0.999, 3
4885, THEA061  PO, 0.9371, 5
4886, THEA061  PO, 0.9595, 5
4887, THEA061  PO, 0.8718, 3
4888, AFRI116  AF, 0.9578, 5
4889, ARHI140  PO, 0.8608, 5
4890, ARHI140  PO, 0.9761, 5
4891, ARHI140  PO, 0.7713, 4
4892, ENGL124  AF, 0.9523, 5
4893, ENGL124  AF, 0.8764, 4
4894, ENGL124  AF, 0.9358, 5
4895, ENGL124  AF, 0.7906, 5
4896, HIST041  AF, 0.7579, 4
4897, HIST041  AF, 0.6908, 4
4898, HIST041  AF, 0.6249, 4
4899, HIST050B AF, 0.9427, 4
4900, SOC 109  PZ, -0.3506, 5
4901, ENGL158  PO, -0.165, 3
4902, ENGL158  PO, 0.8381, 3
4903, ENGL158  PO, 0.8552, 3
4904, GWS 170  PO, 0.8119, 4
4905, PHIL046  PO, 0.6124, 1
4906, PHIL046  PO, 0.7056, 5
4907, RLST184  PO, 0.8643, 5
4908, GOVT110  CM, -0.5944, 3
4909, POLI001B PO, 0.9754, 4
4910, POLI001B PO, 0.973, 5
4911, POLI001B PO, 0.1275, 3
4912, POLI001B PO, 0.9186, 4
4913, POLI001B PO, 0.7052, 4
4914, POLI001B PO, -0.5788, 2
4915, POLI001B PO, 0.9608, 5
4916, POLI001B PO, 0.6422, 4
4917, POLI001B PO, 0.8371, 2
4918, POLI001B PO, 0.9556, 4
4919, POLI001B PO, -0.3875, 2
4920, POLI001B PO, 0.977, 5
4921, POLI001B PO, -0.66, 3
4922, POLI001B PO, 0.4404, 3
4923, POLI001B PO, 0.0, 3
4924, POLI060  PO, 0.9884, 5
4925, POLI060  PO, 0.8457, 5
4926, POLI060  PO, 0.9027, 2
4927, POLI060  PO, 0.9162, 5
4928, POLI060  PO, 0.7991, 4
4929, POLI060  PO, 0.9868, 5
4930, POLI060  PO, -0.2185, 3
4931, POLI060  PO, 0.9798, 5
4932, POLI060  PO, 0.7096, 4
4933, POLI071  PO, 0.5695, 5
4934, POLI071  PO, 0.9615, 2
4935, POLI071  PO, 0.862, 5
4936, POLI071  PO, 0.9661, 5
4937, POLI116  SC, -0.9967, 2
4938, POLI118  SC, 0.8516, 5
4939, POLI136  PO, 0.9841, 3
4940, POLI136  PO, 0.9394, 3
4941, POLI136  PO, 0.8354, 1
4942, POLI147  PO, 0.9161, 5
4943, POLI147  PO, 0.6249, 5
4944, POLI147  PO, -0.8303, 1
4945, POLI147  PO, 0.9224, 5
4946, POLI147  PO, 0.9761, 3
4947, POLI147  PO, 0.9645, 4
4948, POLI147  PO, 0.9412, 4
4949, POLI147  PO, 0.0772, 3
4950, POLI147  PO, 0.7184, 4
4951, POLI147  PO, 0.4215, 5
4952, POLI147  PO, 0.7901, 3
4953, POLI147  PO, 0.5775, 3
4954, POLI147  PO, -0.3556, 3
4955, POLI160  PO, 0.792, 2
4956, POLI160  PO, -0.852, 2
4957, POLI190B PO, 0.5843, 3
4958, PPA 001  PO, 0.9359, 5
4959, PPA 001  PO, -0.4939, 1
4960, PPA 001  PO, 0.8872, 3
4961, PPA 001  PO, 0.7477, 2
4962, PPA 001  PO, 0.903, 3
4963, PPA 001  PO, 0.8993, 4
4964, PPA 001  PO, 0.8553, 5
4965, PPA 001  PO, 0.2492, 5
4966, PPA 001  PO, 0.9709, 3
4967, PPA 001  PO, 0.9161, 3
4968, PPA 001  PO, 0.9683, 2
4969, PPA 191  PO, 0.9055, 4
4970, ARBC002  CM, 0.8855, 4
4971, ARBC002  CM, 0.9339, 4
4972, ARBC044  CM, 0.8993, 3
4973, CHIN001B PO, 0.8159, 3
4974, CHIN001B PO, 0.9938, 5
4975, CHIN001B PO, 0.8645, 5
4976, CHIN001B PO, 0.8126, 4
4977, CHIN001B PO, -0.8705, 5
4978, CHIN001B PO, 0.6652, 5
4979, CHIN001B PO, 0.5927, 4
4980, CHIN001B PO, 0.4939, 5
4981, CHIN001B PO, 0.9309, 4
4982, CHIN001B PO, 0.8016, 5
4983, CHIN001B PO, 0.9668, 5
4984, CHIN001B PO, 0.8687, 5
4985, CHIN001B PO, 0.5423, 5
4986, CHIN001B PO, 0.92, 5
4987, CHIN001B PO, -0.3182, 3
4988, CHIN001B PO, 0.987, 5
4989, CHIN001B PO, 0.7719, 4
4990, CHIN001B PO, 0.9264, 5
4991, CHIN001B PO, 0.9518, 4
4992, CHIN001B PO, 0.4951, 4
4993, CHIN001B PO, 0.6956, 3
4994, CHIN001B PO, 0.7397, 5
4995, CHIN001B PO, 0.9339, 5
4996, CHIN051B PO, 0.9664, 5
4997, CHIN051B PO, 0.9729, 5
4998, CHIN051B PO, 0.9331, 4
4999, CHIN051B PO, 0.9795, 4
5000, CHIN051B PO, 0.9276, 5
5001, CHIN051B PO, -0.2732, 4
5002, CHIN051B PO, 0.5911, 4
5003, CHIN051H PO, 0.7829, 5
5004, CHIN051H PO, 0.9794, 5
5005, CHIN051H PO, 0.7227, 5
5006, CHIN051H PO, 0.7152, 4
5007, CHIN051H PO, 0.9577, 5
5008, CHIN051H PO, 0.5574, 4
5009, CHIN051H PO, 0.9376, 4
5010, CHIN051H PO, -0.6134, 4
5011, CHIN051H PO, 0.0, 4
5012, CHIN051H PO, 0.8671, 4
5013, CHIN111B PO, 0.8957, 5
5014, CHIN111B PO, 0.8735, 4
5015, CHIN111B PO, 0.7351, 4
5016, CHIN111B PO, 0.4019, 3
5017, CHIN111B PO, 0.2521, 4
5018, CHIN111B PO, 0.2023, 1
5019, CHIN111B PO, -0.3384, 2
5020, CHIN127  PO, 0.7935, 4
5021, CHIN127  PO, 0.972, 5
5022, CHIN150  PO, 0.965, 5
5023, CHIN150  PO, 0.7351, 5
5024, CHIN150  PO, 0.9768, 5
5025, FREN002  PO, 0.7096, 5
5026, FREN106  PO, 0.9666, 3
5027, FREN150B PO, 0.9079, 4
5028, FREN150B PO, -0.3088, 4
5029, FREN150B PO, 0.177, 3
5030, FREN150B PO, 0.9608, 5
5031, GERM002  PO, 0.9751, 4
5032, GERM002  PO, 0.4019, 5
5033, GERM002  PO, 0.7429, 5
5034, GERM002  PO, 0.9851, 5
5035, GERM002  PO, 0.9609, 5
5036, GERM002  PO, 0.9545, 5
5037, GERM010  PO, 0.8687, 4
5038, GERM010  PO, 0.9909, 5
5039, GERM010  PO, 0.6124, 3
5040, JAPN001B PO, 0.928, 4
5041, JAPN001B PO, 0.9738, 5
5042, JAPN001B PO, 0.7414, 4
5043, JAPN001B PO, 0.9265, 5
5044, JAPN001B PO, 0.9788, 5
5045, JAPN001B PO, 0.7269, 3
5046, JAPN001B PO, 0.9716, 5
5047, JAPN001B PO, 0.8921, 5
5048, JAPN001B PO, 0.9412, 5
5049, JAPN001B PO, 0.7881, 4
5050, JAPN001B PO, 0.9948, 4
5051, JAPN001B PO, 0.9594, 5
5052, JAPN001B PO, 0.6858, 5
5053, JAPN001B PO, 0.9915, 5
5054, JAPN001B PO, 0.9902, 5
5055, JAPN001B PO, -0.1766, 3
5056, JAPN001B PO, -0.2826, 2
5057, JAPN001B PO, 0.6401, 4
5058, JAPN012B PO, 0.1557, 4
5059, JAPN014B PO, 0.6865, 5
5060, JAPN051B PO, 0.4675, 3
5061, JAPN051B PO, -0.5365, 3
5062, JAPN051B PO, 0.8689, 3
5063, JAPN051B PO, 0.9896, 4
5064, JAPN051B PO, 0.8797, 5
5065, JAPN051B PO, -0.765, 1
5066, JAPN051B PO, -0.3136, 3
5067, JAPN051B PO, -0.8455, 2
5068, JAPN051B PO, 0.9262, 5
5069, JAPN051B PO, 0.9333, 4
5070, JAPN111B PO, 0.7461, 3
5071, JAPN111B PO, 0.6918, 5
5072, JAPN111B PO, 0.5994, 4
5073, JAPN111B PO, 0.8121, 5
5074, JAPN111B PO, 0.9609, 4
