Review Number, Class ID, Comment Sentiment Score, Rating 
2240, ECON051  PO, 0.9639, 5
2241, ECON051  PO, 0.9674, 5
2242, ECON051  PO, 0.6249, 5
2243, ECON051  PO, 0.1169, 5
2244, ECON051  PO, 0.7145, 4
2245, ECON051  PO, 0.9689, 5
2246, ECON051  PO, 0.9071, 5
2247, ECON051  PO, 0.9733, 4
2248, ECON051  PO, 0.9541, 5
2249, ECON051  PO, 0.9427, 4
2250, ECON051  PO, 0.4588, 5
2251, ECON051  PO, 0.9281, 3
2252, ECON051  PO, 0.9326, 5
2253, ECON051  PO, 0.8917, 3
2254, ECON051  PO, 0.7576, 4
2255, ECON051  PO, 0.8316, 5
2256, ECON051  PO, 0.919, 4
2257, ECON051  PO, 0.9589, 5
2258, ECON051  PO, 0.6334, 3
2259, ECON051  PO, 0.0, 2
2260, ECON051  PO, 0.879, 5
2261, ECON051  PO, 0.92, 3
2262, ECON051  PO, 0.0, 3
2263, ECON051  PO, 0.9461, 3
2264, ECON051  PO, 0.6956, 5
2265, ECON051  PO, 0.5574, 5
2266, ECON051  PO, 0.9229, 5
2267, ECON051  PO, 0.9274, 5
2268, ECON051  PO, 0.8429, 5
2269, ECON051  PO, 0.9589, 5
2270, ECON051  PO, 0.9327, 4
2271, ECON051  PO, 0.9081, 5
2272, ECON051  PO, 0.6486, 5
2273, ECON051  PO, 0.958, 5
2274, ECON051  PO, 0.9099, 4
2275, ECON051  PO, 0.9061, 5
2276, ECON051  PO, 0.8658, 5
2277, ECON051  PO, 0.9002, 4
2278, ECON051  PO, 0.9231, 5
2279, ECON051  PO, 0.4404, 2
2280, ECON051  PO, 0.0, 3
2281, ECON051  PO, 0.8396, 3
2282, ECON051  PO, -0.7801, 2
2283, ECON051  PO, 0.9011, 5
2284, ECON051  PO, 0.6249, 5
2285, ECON051  PO, 0.8552, 5
2286, ECON051  PO, 0.805, 4
2287, ECON051  PO, 0.8443, 5
2288, ECON051  PO, 0.0, 4
2289, ECON051  PO, 0.4404, 4
2290, ECON051  PO, 0.9722, 5
2291, ECON051  PO, 0.0, 3
2292, ECON051  PO, 0.91, 5
2293, ECON051  PO, 0.9337, 5
2294, ECON051  PO, 0.7867, 5
2295, ECON052  PO, -0.9439, 2
2296, ECON052  PO, 0.9001, 4
2297, ECON052  PO, 0.5851, 3
2298, ECON052  PO, -0.8166, 2
2299, ECON052  PO, 0.9291, 3
2300, ECON052  PO, 0.7269, 3
2301, ECON052  PO, -0.963, 1
2302, ECON052  PO, -0.8239, 3
2303, ECON052  PO, 0.0754, 3
2304, ECON052  PO, 0.8039, 3
2305, ECON052  PO, 0.9743, 3
2306, ECON052  PO, -0.5802, 3
2307, ECON052  PO, 0.7351, 1
2308, ECON052  PO, 0.8555, 2
2309, ECON052  PO, -0.3804, 3
2310, ECON052  PO, 0.9367, 3
2311, ECON052  PO, 0.9484, 3
2312, ECON052  PO, 0.8422, 5
2313, ECON052  PO, 0.8979, 3
2314, ECON052  PO, 0.4019, 4
2315, ECON052  PO, 0.9746, 5
2316, ECON052  PO, 0.1154, 3
2317, ECON052  PO, -0.3674, 4
2318, ECON052  PO, 0.4588, 4
2319, ECON052  PO, -0.9278, 3
2320, ECON052  PO, 0.9669, 4
2321, ECON052  PO, 0.9837, 4
2322, ECON052  PO, 0.3265, 3
2323, ECON052  PO, -0.2665, 3
2324, ECON052  PO, 0.8175, 3
2325, ECON052  PO, 0.8516, 4
2326, ECON052  PO, 0.7655, 4
2327, ECON052  PO, -0.1508, 2
2328, ECON052  PO, 0.9337, 5
2329, ECON052  PO, -0.4914, 1
2330, ECON052  PO, 0.7458, 5
2331, ECON052  PO, 0.9614, 3
2332, ECON052  PO, 0.9485, 3
2333, ECON052  PO, 0.9417, 5
2334, ECON052  PO, 0.8661, 3
2335, ECON052  PO, 0.25, 3
2336, ECON052  PO, 0.8462, 4
2337, ECON052  PO, 0.8236, 5
2338, ECON052  PO, 0.9118, 5
2339, ECON052  PO, 0.9786, 4
2340, ECON052  PO, 0.982, 5
2341, ECON052  PO, 0.9694, 5
2342, ECON052  PO, -0.3182, 3
2343, ECON052  PO, 0.8915, 1
2344, ECON052  PO, 0.975, 4
2345, ECON052  PO, 0.8442, 4
2346, ECON052  PO, -0.8516, 4
2347, ECON052  PO, 0.9245, 4
2348, ECON052  PO, -0.4416, 4
2349, ECON052  PO, 0.8381, 4
2350, ECON052  PO, 0.662, 3
2351, ECON052  PO, 0.9834, 3
2352, ECON052  PO, 0.9628, 4
2353, ECON052  PO, 0.2247, 3
2354, ECON052  PO, 0.9216, 4
2355, ECON052  PO, -0.5776, 3
2356, ECON052  PO, 0.2382, 3
2357, ECON052  PO, -0.6169, 4
2358, ECON052  PO, 0.6668, 4
2359, ECON052  PO, 0.8585, 4
2360, ECON052  PO, 0.8899, 3
2361, ECON052  PO, 0.8858, 5
2362, ECON052  PO, -0.5409, 4
2363, ECON052  PO, -0.3162, 4
2364, ECON052  PO, -0.2739, 3
2365, ECON052  PO, 0.9658, 5
2366, ECON052  PO, 0.3723, 2
2367, ECON052  PO, 0.8286, 4
2368, ECON052  PO, 0.1389, 3
2369, ECON052  PO, 0.6249, 3
2370, ECON052  PO, 0.6754, 3
2371, ECON052  PO, 0.961, 2
2372, ECON052  PO, 0.6369, 3
2373, ECON052  PO, 0.6486, 5
2374, ECON052  PO, 0.7102, 2
2375, ECON052  PO, 0.8897, 3
2376, ECON052  PO, -0.6124, 3
2377, ECON052  PO, 0.4705, 4
2378, ECON052  PO, 0.9555, 3
2379, ECON052  PO, -0.1531, 1
2380, ECON052  PO, -0.3291, 2
2381, ECON052  PO, 0.6412, 3
2382, ECON052  PO, 0.7264, 4
2383, ECON054  HM, 0.9795, 4
2384, ECON057  PO, 0.9676, 4
2385, ECON057  PO, -0.2545, 2
2386, ECON057  PO, 0.6364, 2
2387, ECON057  PO, 0.8636, 3
2388, ECON057  PO, -0.8901, 1
2389, ECON057  PO, 0.1391, 4
2390, ECON057  PO, 0.8366, 1
2391, ECON057  PO, 0.9412, 4
2392, ECON057  PO, 0.9938, 3
2393, ECON057  PO, 0.6396, 4
2394, ECON057  PO, 0.7275, 4
2395, ECON057  PO, -0.09, 4
2396, ECON057  PO, 0.9703, 3
2397, ECON057  PO, 0.7845, 3
2398, ECON057  PO, 0.3543, 3
2399, ECON057  PO, 0.7527, 4
2400, ECON057  PO, 0.9426, 4
2401, ECON057  PO, 0.8624, 4
2402, ECON057  PO, -0.6357, 5
2403, ECON057  PO, 0.7974, 5
2404, ECON057  PO, 0.9445, 4
2405, ECON057  PO, 0.9297, 5
2406, ECON057  PO, 0.7843, 4
2407, ECON057  PO, 0.6353, 3
2408, ECON057  PO, 0.9622, 5
2409, ECON057  PO, 0.9117, 5
2410, ECON057  PO, 0.902, 3
2411, ECON057  PO, 0.9784, 4
2412, ECON057  PO, -0.8808, 3
2413, ECON057  PO, 0.9537, 4
2414, ECON057  PO, 0.0062, 3
2415, ECON057  PO, 0.4878, 3
2416, ECON057  PO, 0.0762, 3
2417, ECON057  PO, 0.369, 2
2418, ECON057  PO, 0.7177, 5
2419, ECON057  PO, 0.7496, 5
2420, ECON057  PO, 0.8913, 4
2421, ECON057  PO, 0.9543, 3
2422, ECON057  PO, 0.6428, 2
2423, ECON057  PO, 0.0492, 3
2424, ECON057  PO, 0.6619, 3
2425, ECON057  PO, -0.2732, 3
2426, ECON057  PO, 0.8913, 2
2427, ECON057  PO, 0.7958, 1
2428, ECON057  PO, 0.858, 3
2429, ECON057  PO, 0.762, 4
2430, ECON057  PO, 0.7968, 3
2431, ECON057  PO, -0.485, 4
2432, ECON057  PO, 0.6956, 4
2433, ECON057  PO, 0.9666, 5
2434, ECON057  PO, 0.9355, 5
2435, ECON057  PO, -0.6462, 1
2436, ECON057  PO, 0.83, 1
2437, ECON057  PO, 0.9158, 4
2438, ECON057  PO, -0.9447, 1
2439, ECON057  PO, -0.7114, 1
2440, ECON057  PO, 0.5307, 2
2441, ECON057  PO, 0.7908, 1
2442, ECON086  CM, 0.9767, 4
2443, ECON086  CM, 0.9305, 3
2444, ECON101  PO, 0.9631, 4
2445, ECON101  PO, 0.9857, 4
2446, ECON101  PO, 0.9959, 4
2447, ECON101  PO, -0.4419, 4
2448, ECON101  PO, 0.9643, 5
2449, ECON101  PO, 0.8173, 5
2450, ECON101  PO, 0.986, 5
2451, ECON101  PO, 0.0258, 2
2452, ECON101  PO, 0.9811, 5
2453, ECON101  PO, -0.7377, 3
2454, ECON101  PO, 0.7902, 3
2455, ECON101  PO, 0.8861, 5
2456, ECON101  PO, 0.1531, 4
2457, ECON101  PO, 0.956, 5
2458, ECON101  PO, 0.8363, 5
2459, ECON101  PO, 0.8233, 4
2460, ECON101  PO, 0.4949, 5
2461, ECON101  PO, 0.9236, 5
2462, ECON101  PO, 0.9644, 5
2463, ECON101  PO, 0.8898, 4
2464, ECON101  PO, 0.0772, 5
2465, ECON101  PO, 0.9228, 5
2466, ECON101  PO, 0.9449, 5
2467, ECON101  PO, 0.8519, 5
2468, ECON101  PO, 0.9398, 4
2469, ECON101  PO, -0.8707, 4
2470, ECON101  PO, 0.5413, 5
2471, ECON101  PO, 0.9319, 4
2472, ECON101  PO, 0.775, 5
2473, ECON101  PO, 0.8817, 5
2474, ECON101  PO, 0.6369, 4
2475, ECON101  PO, 0.765, 5
2476, ECON101  PO, 0.6124, 5
2477, ECON101  PO, 0.8693, 5
2478, ECON101  PO, 0.9669, 3
2479, ECON101  PO, 0.9831, 5
2480, ECON101  PO, 0.9449, 4
2481, ECON101  PO, 0.3195, 5
2482, ECON101  PO, 0.9062, 5
2483, ECON101  PO, 0.9297, 5
2484, ECON101  PO, 0.9663, 5
2485, ECON101  PO, 0.7967, 5
2486, ECON101  PO, 0.7728, 5
2487, ECON101  PO, 0.7359, 5
2488, ECON101  PO, 0.9246, 5
2489, ECON101  PO, 0.9618, 5
2490, ECON101  PO, 0.9489, 5
2491, ECON101  PO, 0.907, 5
2492, ECON101  PO, 0.9673, 5
2493, ECON101  PO, 0.9928, 5
2494, ECON101  PO, -0.1149, 2
2495, ECON101  PO, 0.639, 5
2496, ECON101  PO, 0.5187, 4
2497, ECON101  PO, 0.9484, 2
2498, ECON101  PO, 0.6429, 5
2499, ECON101  PO, 0.9077, 4
2500, ECON101  PO, 0.9576, 5
2501, ECON101  PO, 0.3991, 5
2502, ECON101  PO, 0.9715, 5
2503, ECON101  PO, 0.9635, 4
2504, ECON101  PO, 0.5719, 5
2505, ECON101  PO, -0.9236, 2
2506, ECON101  PO, 0.7722, 5
2507, ECON101  PO, 0.877, 4
2508, ECON101  PO, 0.7506, 5
2509, ECON101  PO, 0.9136, 5
2510, ECON101  PO, 0.9246, 5
2511, ECON101  PO, 0.6369, 5
2512, ECON102  PO, 0.8819, 5
2513, ECON102  PO, 0.9214, 4
2514, ECON102  PO, 0.9616, 4
2515, ECON102  PO, 0.4995, 4
2516, ECON102  PO, 0.9884, 3
2517, ECON102  PO, 0.9826, 5
2518, ECON102  PO, 0.1887, 4
2519, ECON102  PO, 0.8555, 5
2520, ECON102  PO, 0.9668, 5
2521, ECON102  PO, 0.5499, 4
2522, ECON102  PO, 0.0456, 4
2523, ECON102  PO, 0.8888, 5
2524, ECON102  PO, 0.7535, 4
2525, ECON102  PO, 0.9761, 5
2526, ECON102  PO, 0.9542, 5
2527, ECON102  PO, 0.8856, 4
2528, ECON102  PO, 0.6059, 2
2529, ECON102  PO, 0.9521, 4
2530, ECON102  PO, 0.5511, 4
2531, ECON102  PO, 0.8625, 4
2532, ECON102  PO, 0.1254, 3
2533, ECON102  PO, 0.9355, 5
2534, ECON102  PO, 0.5859, 3
2535, ECON102  PO, 0.9432, 3
2536, ECON102  PO, 0.9528, 5
2537, ECON102  PO, 0.9965, 3
2538, ECON102  PO, 0.5955, 3
2539, ECON102  PO, 0.9618, 5
2540, ECON102  PO, 0.7178, 4
2541, ECON102  PO, 0.8399, 3
2542, ECON102  PO, 0.5195, 4
2543, ECON102  PO, 0.7876, 5
2544, ECON102  PO, -0.5743, 4
2545, ECON102  PO, 0.5573, 3
2546, ECON102  PO, 0.7346, 5
2547, ECON102  PO, 0.9649, 5
2548, ECON102  PO, 0.9128, 4
2549, ECON102  PO, 0.5201, 2
2550, ECON102  PO, 0.8807, 5
2551, ECON102  PO, 0.8734, 4
2552, ECON102  PO, 0.8955, 4
2553, ECON102  PO, 0.9541, 4
2554, ECON102  PO, 0.8068, 5
2555, ECON102  PO, 0.8622, 5
2556, ECON102  PO, 0.9193, 5
2557, ECON102  PO, 0.6486, 2
2558, ECON102  PO, 0.8455, 4
2559, ECON102  PO, 0.9631, 5
2560, ECON102  PO, 0.9675, 5
2561, ECON102  PO, 0.6369, 5
2562, ECON102  PO, 0.7845, 5
2563, ECON102  PO, 0.7964, 4
2564, ECON102  PO, 0.9252, 5
2565, ECON102  PO, 0.9816, 5
2566, ECON102  PO, 0.0, 5
2567, ECON102  PO, 0.767, 5
2568, ECON102  PO, 0.9897, 2
2569, ECON102  PO, 0.7881, 5
2570, ECON102  PO, 0.5285, 3
2571, ECON102  PO, 0.9594, 4
2572, ECON102  PO, 0.8834, 4
2573, ECON102  PO, 0.8126, 4
2574, ECON102  PO, 0.5479, 4
2575, ECON102  PO, 0.881, 5
2576, ECON102  PO, -0.4459, 4
2577, ECON102  PO, 0.8934, 4
2578, ECON102  PO, 0.9805, 4
2579, ECON102  PO, -0.8093, 3
2580, ECON102  PO, 0.8963, 3
2581, ECON102  PO, 0.5984, 3
2582, ECON102  PO, 0.7988, 2
2583, ECON102  PO, 0.128, 5
2584, ECON102  PO, 0.8689, 5
2585, ECON102  PO, 0.8732, 5
2586, ECON102  PO, 0.9513, 3
2587, ECON102  PO, 0.9272, 5
2588, ECON102  PO, 0.7351, 4
2589, ECON102  PO, 0.5552, 4
2590, ECON102  PO, 0.1875, 4
2591, ECON102  PO, 0.0, 4
2592, ECON102  PO, 0.5719, 5
2593, ECON102  PO, 0.4416, 5
2594, ECON102  PO, 0.4588, 4
2595, ECON102  PO, 0.6693, 4
2596, ECON102  PO, 0.9001, 5
2597, ECON102  PO, 0.7783, 5
2598, ECON102  PO, 0.9084, 3
2599, ECON102  PO, 0.8115, 5
2600, ECON102  PO, 0.0, 5
2601, ECON104  HM, 0.9946, 5
2602, ECON107  PO, 0.4318, 3
2603, ECON107  PO, 0.7343, 4
2604, ECON107  PO, 0.2129, 2
2605, ECON107  PO, 0.9098, 4
2606, ECON107  PO, 0.9325, 5
2607, ECON107  PO, 0.9876, 2
2608, ECON107  PO, 0.969, 4
2609, ECON107  PO, 0.9251, 4
2610, ECON107  PO, -0.2014, 3
2611, ECON107  PO, 0.3632, 4
2612, ECON107  PO, 0.9418, 5
2613, ECON107  PO, 0.6367, 5
2614, ECON107  PO, 0.9594, 5
2615, ECON107  PO, -0.984, 2
2616, ECON107  PO, -0.8612, 2
2617, ECON107  PO, 0.7324, 5
2618, ECON107  PO, -0.8607, 3
2619, ECON107  PO, 0.8059, 4
2620, ECON107  PO, -0.9123, 1
2621, ECON107  PO, 0.765, 5
2622, ECON107  PO, 0.9208, 5
2623, ECON107  PO, 0.8397, 4
2624, ECON107  PO, -0.0689, 2
2625, ECON107  PO, -0.2126, 3
2626, ECON107  PO, -0.5899, 3
2627, ECON107  PO, -0.6489, 2
2628, ECON127  PO, -0.2023, 1
2629, ECON127  PO, 0.8897, 4
2630, ECON127  PO, 0.7579, 4
2631, ECON127  PO, 0.9432, 4
2632, ECON127  PO, -0.3818, 4
2633, ECON127  PO, 0.7533, 4
2634, ECON127  PO, 0.9206, 3
2635, ECON130  PO, 0.9343, 5
2636, ECON130  PO, 0.8955, 5
2637, ECON150  CM, 0.9516, 4
2638, ECON150  PO, 0.7879, 3
2639, ECON150  PO, 0.8857, 4
2640, ECON150  PO, 0.8176, 4
2641, ECON150  PO, 0.5994, 4
2642, ECON156  PO, 0.9774, 4
2643, ECON156  PO, 0.8906, 3
2644, ECON156  PO, 0.927, 4
2645, ECON156  PO, 0.9774, 4
2646, ECON156  PO, 0.8658, 4
2647, ECON156  PO, 0.712, 3
2648, ECON156  PO, 0.3818, 4
2649, ECON156  PO, 0.8942, 2
2650, ECON156  PO, 0.6757, 3
2651, ECON157  PO, 0.9778, 4
2652, ECON157  PO, 0.9376, 5
2653, ECON157  PO, -0.2828, 3
2654, ECON157  PO, 0.6801, 5
2655, ECON157  PO, 0.9879, 5
2656, ECON159  PO, 0.9628, 4
2657, ECON159  PO, 0.9878, 5
2658, ECON159  PO, 0.9377, 5
2659, ECON159  PO, 0.9669, 5
2660, ECON159  PO, -0.3426, 4
2661, ECON159  PO, 0.8705, 4
2662, ECON159  PO, 0.9501, 5
2663, ECON159  PO, 0.9505, 5
2664, ECON159  PO, 0.9274, 5
2665, ECON159  PO, 0.9873, 4
2666, ECON159  PO, 0.5719, 5
2667, ECON167  PO, 0.9402, 5
2668, ECON167  PO, 0.9849, 4
2669, ECON167  PO, 0.5483, 4
2670, ECON167  PO, 0.7117, 5
2671, ECON167  PO, 0.9446, 5
2672, ECON167  PO, 0.9432, 4
2673, ECON167  PO, 0.3818, 5
2674, ECON167  PO, 0.9455, 5
2675, ECON167  PO, 0.9932, 5
2676, ECON167  PO, 0.2967, 3
2677, ECON167  PO, 0.9425, 4
2678, ECON167  PO, 0.3818, 5
2679, ECON167  PO, 0.6735, 4
2680, ECON167  PO, 0.9564, 4
2681, ECON167  PO, 0.9513, 5
2682, ENGR004  HM, 0.9555, 4
2683, ENGR079  HM, -0.0928, 4
2684, ENGR079  HM, 0.8201, 4
2685, ENGR082  HM, 0.9275, 4
2686, ENGR085A HM, 0.9821, 4
2687, ENGL030  PZ, 0.9956, 5
2688, ENGL061  PZ, 0.7988, 4
2689, ENGL064B PO, 0.7338, 5
2690, ENGL064B PO, 0.9722, 4
2691, ENGL064B PO, 0.9783, 5
2692, ENGL064B PO, 0.9697, 4
2693, ENGL064B PO, 0.4767, 5
2694, ENGL064B PO, 0.9652, 5
2695, ENGL064B PO, 0.9655, 4
2696, ENGL064B PO, 0.8806, 5
2697, ENGL064C PO, 0.3174, 4
2698, ENGL064C PO, 0.8882, 5
2699, ENGL067  PO, 0.9886, 5
2700, ENGL067  PO, 0.6486, 4
2701, ENGL067  PO, 0.9473, 4
2702, ENGL067  PO, 0.623, 5
2703, ENGL067  PO, 0.9938, 5
2704, ENGL067  PO, 0.5574, 5
2705, ENGL067  PO, 0.9729, 4
2706, ENGL067  PO, 0.3224, 3
2707, ENGL067  PO, 0.875, 4
2708, ENGL067  PO, 0.9923, 4
2709, ENGL067  PO, 0.7915, 3
2710, ENGL067  PO, 0.2206, 3
2711, ENGL067  PO, 0.9261, 5
2712, ENGL067  PO, 0.5209, 5
2713, ENGL067  PO, 0.994, 5
2714, ENGL067  PO, 0.9679, 5
2715, ENGL067  PO, 0.891, 4
2716, ENGL067  PO, 0.8656, 4
2717, ENGL067  PO, 0.9497, 5
2718, ENGL067  PO, 0.9561, 4
2719, ENGL067  PO, 0.9253, 5
2720, ENGL067  PO, 0.9581, 4
2721, ENGL067  PO, 0.9143, 5
2722, ENGL067  PO, 0.9445, 4
2723, ENGL067  PO, 0.9735, 4
2724, ENGL067  PO, 0.25, 3
2725, ENGL067  PO, 0.6597, 5
2726, ENGL067  PO, 0.7, 4
2727, ENGL067  PO, -0.7966, 3
2728, ENGL067  PO, 0.9261, 3
2729, ENGL067  PO, 0.9788, 3
2730, ENGL067  PO, 0.983, 4
2731, ENGL067  PO, 0.9083, 2
2732, ENGL067  PO, 0.9936, 4
2733, ENGL067  PO, -0.2815, 1
2734, ENGL067  PO, 0.476, 3
2735, ENGL067  PO, 0.9181, 3
2736, ENGL067  PO, 0.9496, 4
2737, ENGL067  PO, -0.921, 3
2738, ENGL067  PO, -0.077, 3
2739, ENGL067  PO, 0.597, 5
2740, ENGL067  PO, -0.5284, 2
2741, ENGL067  PO, 0.6648, 4
2742, ENGL067  PO, 0.9753, 2
2743, ENGL067  PO, 0.0, 4
2744, ENGL067  PO, 0.0, 2
2745, ENGL074  PO, 0.9916, 5
2746, ENGL074  PO, 0.9922, 4
2747, ENGL074  PO, 0.9637, 3
2748, ENGL074  PO, 0.9733, 3
2749, ENGL074  PO, 0.0983, 3
2750, ENGL074  PO, 0.9728, 4
2751, ENGL074  PO, 0.911, 5
2752, ENGL074  PO, 0.9508, 4
2753, ENGL074  PO, 0.8623, 3
2754, ENGL087F PO, 0.9459, 5
2755, ENGL087F PO, 0.916, 3
2756, ENGL087F PO, -0.296, 5
2757, ENGL153  PO, 0.9794, 4
2758, ENGL160S SC, 0.9829, 5
2759, ENGL183A PO, 0.128, 4
2760, ENGL183A PO, 0.3774, 5
2761, ENGL191  PO, 0.6808, 5
2762, ENGL195  PO, 0.2023, 3
2763, ENGL195  PO, 0.8689, 5
2764, LIT 119  CM, 0.9284, 5
2765, RLST181  PO, -0.993, 5
2766, RLST181  PO, 0.9945, 5
2767, RLST181  PO, 0.9969, 5
2768, RLST181  PO, 0.8831, 5
2769, EA  010  PO, 0.9542, 5
2770, EA  010  PO, 0.9401, 3
2771, EA  010  PO, 0.5719, 3
2772, EA  010  PO, 0.9493, 4
2773, EA  010  PO, 0.9864, 4
2774, EA  010  PO, 0.4684, 5
2775, EA  010  PO, -0.6124, 3
2776, EA  010  PO, 0.9661, 3
2777, EA  010  PO, 0.9305, 5
2778, EA  010  PO, 0.6249, 4
2779, EA  010  PO, 0.9394, 5
2780, EA  010  PO, 0.8524, 5
2781, EA  010  PO, 0.6249, 3
2782, EA  010  PO, 0.9099, 5
2783, EA  010  PZ, -0.0729, 2
2784, EA  020  PO, 0.9765, 5
2785, EA  020  PO, 0.9789, 5
2786, EA  020  PO, 0.9893, 5
2787, EA  020  PO, -0.1522, 3
2788, EA  032  PZ, 0.94, 4
2789, EA  032  PZ, -0.2568, 3
2790, EA  180  PO, 0.5703, 2
2791, EA  180  PO, 0.9366, 5
2792, EA  190  PO, 0.7063, 4
2793, EA  190  PO, 0.6217, 1
2794, EA  190  PO, 0.9097, 3
2795, GEOL020A PO, 0.8576, 5
2796, GEOL020A PO, 0.8811, 4
2797, GEOL020A PO, 0.953, 4
2798, GEOL020A PO, 0.7964, 5
2799, GEOL020A PO, 0.9153, 5
2800, GEOL020A PO, 0.9894, 4
2801, GEOL020A PO, -0.0667, 1
2802, GEOL020A PO, 0.8718, 3
2803, GEOL020A PO, 0.6249, 4
2804, GEOL020A PO, 0.9501, 4
2805, GEOL020A PO, -0.2484, 4
2806, GEOL020A PO, -0.3289, 3
2807, GEOL020A PO, 0.2792, 5
2808, GEOL020A PO, 0.9858, 5
2809, GEOL020A PO, 0.9177, 5
2810, GEOL020A PO, 0.9951, 5
2811, GEOL020A PO, 0.9701, 4
2812, GEOL020A PO, 0.9186, 4
2813, GEOL020E PO, -0.7269, 1
2814, GEOL020E PO, 0.9609, 5
2815, GEOL020E PO, 0.9411, 5
2816, GEOL020E PO, 0.8889, 5
2817, GEOL020E PO, 0.9803, 5
2818, GEOL020E PO, 0.5294, 4
2819, GEOL020E PO, 0.9815, 4
2820, GEOL020E PO, 0.9081, 4
2821, GEOL020E PO, 0.2805, 1
2822, GEOL020E PO, 0.9792, 3
2823, GEOL020E PO, -0.1027, 2
2824, GEOL020E PO, -0.0521, 3
2825, GEOL020E PO, 0.9713, 4
2826, GEOL020E PO, 0.845, 3
2827, GEOL020E PO, 0.8619, 5
2828, GEOL020E PO, 0.836, 4
2829, GEOL020E PO, -0.4571, 4
2830, GEOL020E PO, 0.8958, 2
2831, GEOL020E PO, 0.9696, 5
2832, GEOL020E PO, 0.7254, 5
2833, GEOL020E PO, -0.435, 4
2834, GEOL112  PO, 0.9876, 4
2835, GEOL112  PO, 0.9049, 4
2836, GEOL112  PO, 0.7538, 3
2837, GEOL112  PO, 0.928, 3
2838, PHIL038  PO, 0.4885, 1
2839, PHIL038  PO, 0.8569, 3
2840, PHIL038  PO, 0.9192, 4
2841, PHIL038  PO, -0.7, 3
2842, PHIL038  PO, 0.9586, 4
2843, PHIL038  PO, 0.4754, 4
2844, PHIL038  PO, 0.0, 5
2845, PHIL038  PO, 0.6908, 4
2846, PHIL038  PO, 0.9194, 5
2847, FREN107  SC, 0.872, 4
2848, HIST134  SC, 0.9716, 5
2849, GEOL015  PO, 0.911, 4
2850, GEOL127  PO, 0.654, 3
2851, GEOL127  PO, -0.2753, 3
2852, GEOL127  PO, 0.9892, 4
2853, GEOL127  PO, 0.9824, 2
2854, GEOL127  PO, 0.9509, 5
2855, GEOL127  PO, 0.9962, 4
2856, GEOL127  PO, 0.9939, 4
2857, GEOL127  PO, 0.9892, 4
2858, GEOL127  PO, 0.8627, 4
2859, GEOL127  PO, 0.4019, 5
2860, GEOL127  PO, 0.9471, 5
2861, GEOL129  PO, 0.9666, 5
2862, GEOL129  PO, 0.6317, 4
2863, GEOL183  PO, 0.9831, 5
2864, GEOL183  PO, 0.9903, 4
2865, GEOL183  PO, 0.989, 4
2866, GEOL183  PO, 0.9851, 5
2867, GEOL183  PO, 0.958, 5
2868, GEOL183  PO, 0.9593, 5
2869, GEOL185  PO, -0.4456, 2
2870, GEOL185  PO, 0.4939, 2
2871, GEOL185  PO, 0.9743, 4
2872, GEOL185  PO, 0.9852, 3
2873, GEOL185  PO, 0.5346, 5
2874, GEOL185  PO, 0.8387, 4
2875, GEOL185  PO, 0.4576, 4
2876, GEOL185  PO, 0.6966, 4
2877, GEOL185  PO, 0.7992, 5
2878, GEOL192  PO, 0.395, 4
2879, RLST157  PO, 0.9754, 4
2880, RLST157  PO, 0.9918, 5
2881, RLST157  PO, 0.9348, 5
2882, RLST157  PO, 0.9589, 5
2883, RLST157  PO, 0.8828, 5
2884, HIST012  PO, 0.941, 5
2885, HIST012  PO, 0.9786, 4
2886, HIST070  PO, 0.7414, 4
2887, HIST070  PO, 0.9184, 4
2888, HIST070  PO, 0.3916, 3
2889, HIST070  PO, 0.9368, 5
2890, HIST124  PO, 0.8126, 3
2891, HIST124  PO, 0.9889, 3
2892, HIST124  PO, -0.8247, 2
2893, HIST124  PO, 0.8555, 4
2894, HIST124  PO, 0.8393, 4
2895, HIST190  PO, 0.9871, 5
2896, HIST190  PO, 0.0, 5
2897, ID  001  PO, -0.864, 1
2898, ID  001  PO, 0.9865, 5
2899, ID  001  PO, 0.9939, 5
2900, ID  001  PO, 0.0134, 2
2901, ID  001  PO, 0.8555, 5
2902, ID  001  PO, 0.9546, 5
2903, ID  001  PO, 0.9962, 5
2904, ID  001  PO, 0.9558, 4
2905, ID  001  PO, 0.8614, 5
2906, ID  001  PO, 0.8946, 4
2907, ID  001  PO, 0.9897, 5
2908, ID  001  PO, 0.9336, 4
2909, ID  001  PO, 0.9656, 5
2910, ID  001  PO, 0.8046, 5
2911, ID  001  PO, 0.9912, 5
2912, ID  001  PO, 0.7727, 1
2913, ID  001  PO, 0.9853, 4
2914, ID  001  PO, 0.5927, 5
2915, ID  001  PO, 0.9799, 5
2916, ID  001  PO, 0.8006, 4
2917, ID  001  PO, 0.676, 3
2918, ID  001  PO, 0.7715, 5
2919, ID  001  PO, -0.8287, 2
2920, ID  001  PO, 0.9693, 4
2921, ID  001  PO, 0.9538, 4
2922, ID  001  PO, 0.943, 5
2923, ID  001  PO, 0.4767, 4
2924, ID  001  PO, 0.9633, 5
2925, ID  001  PO, 0.8706, 5
2926, ID  001  PO, 0.9796, 3
2927, ID  001  PO, 0.6369, 5
2928, ID  001  PO, 0.8225, 5
2929, ID  001  PO, 0.9349, 5
2930, ID  001  PO, 0.8982, 5
2931, ID  001  PO, 0.96, 5
2932, ID  001  PO, 0.7964, 5
2933, ID  001  PO, 0.8476, 5
