Mostnegativewords, where count(word)>=10
amazing	0.01751592356687898
awesome	0.023076923076923078
funny	0.03424657534246575
workload	0.035256410256410256
challenging	0.040948275862068964
loved	0.0411522633744856
knowledgeable	0.04242424242424243
favorite	0.0425531914893617
fair	0.04308390022675737
great	0.046044370029300966
manageable	0.04609929078014184
wonderful	0.048034934497816595
fun	0.04840103716508211
willing	0.04956268221574344
lots	0.049689440993788817
liked	0.049773755656108594
bit	0.05218617771509168
essays	0.053156146179401995
easier	0.05371900826446281
best	0.055323590814196244
cares	0.05583756345177665
always	0.05642633228840126
enthusiastic	0.056466302367941715
approachable	0.056504599211563734
friendly	0.05668016194331984
relevant	0.056910569105691054
intimidating	0.05714285714285714
literature	0.05714285714285714
highly	0.058315334773218146
enjoyed	0.059322033898305086
world	0.059907834101382486
page	0.06291390728476821
youll	0.06517690875232775
early	0.06557377049180328
ideas	0.06629834254143646
language	0.06694560669456066
takes	0.06779661016949153
recommend	0.06783144912641316
fine	0.068
personally	0.06802721088435375
especially	0.06947368421052631
job	0.07017543859649122
passionate	0.07017543859649122
small	0.07177033492822966
definitely	0.07310469314079422
study	0.07323943661971831
engaging	0.07338308457711443
participation	0.07352941176470588
able	0.07539682539682539
will	0.07560627674750357
start	0.07614213197969544
seriously	0.07633587786259542
loves	0.07643312101910828
politics	0.07647058823529412
interested	0.07705479452054795
quite	0.07724425887265135
keep	0.07751937984496124
discussion	0.07797537619699042
art	0.07801418439716312
midterms	0.07816711590296496
discuss	0.07857142857142857
super	0.07866868381240545
projects	0.0787037037037037
outside	0.07929515418502203
love	0.07945205479452055
knows	0.07966101694915254
practice	0.08016877637130802
makes	0.08133333333333333
lot	0.08144796380090498
skills	0.08163265306122448
accessible	0.08176100628930817
anyone	0.08247422680412371
worth	0.0825
overall	0.08251231527093596
paper	0.08267090620031796
spanish	0.08275862068965517
tough	0.08333333333333333
courses	0.08333333333333333
weekly	0.08361204013377926
approach	0.08396946564885496
big	0.08444444444444445
making	0.0845771144278607
interesting	0.08461898083216457
theoretical	0.0847457627118644
excited	0.08484848484848485
mentor	0.0851063829787234
terms	0.0851063829787234
can	0.0853185595567867
per	0.08536585365853659
enthusiasm	0.08552631578947369
needed	0.0859375
fairly	0.08605341246290801
need	0.08644400785854617
project	0.08663366336633663
straightforward	0.08695652173913043
sometimes	0.08712121212121213
helpful	0.08734177215189873
wants	0.08766233766233766
seminar	0.08771929824561403
open	0.08786610878661087
see	0.08837209302325581
group	0.08846153846153847
issues	0.08854166666666667
life	0.08857142857142856
math	0.08858267716535433
field	0.08865248226950355
both	0.08888888888888889
throughout	0.08888888888888889
certainly	0.08943089430894309
based	0.08955223880597014
work	0.09004438807863031
come	0.09064327485380116
week	0.09070548712206047
used	0.09090909090909091
become	0.09090909090909091
prof	0.0912490650710546
lecturer	0.09129511677282377
your	0.0913154533844189
papers	0.09153005464480875
help	0.09169764560099132
each	0.09200603318250378
hes	0.09225512528473805
extra	0.09230769230769231
shes	0.09233791748526522
new	0.0924092409240924
kind	0.09259259259259259
pages	0.09289617486338798
harder	0.09302325581395349
ive	0.09305993690851735
thinking	0.09313725490196079
short	0.09322033898305085
teaches	0.09333333333333334
analysis	0.0935672514619883
reading	0.09369817578772803
gives	0.09401709401709402
ton	0.09424083769633508
dense	0.09448818897637795
times	0.0948905109489051
cool	0.09490740740740741
important	0.09491525423728814
social	0.09523809523809523
effort	0.09558823529411764
texts	0.09565217391304348
research	0.09577464788732394
set	0.0962566844919786
is	0.09641587677725119
organized	0.09691629955947137
large	0.09701492537313433
understanding	0.09706546275395034
english	0.0975609756097561
pretty	0.09762532981530343
philosophy	0.09782608695652174
read	0.09793103448275862
expect	0.09803921568627451
stuff	0.09814814814814815
you	0.09816865417376491
discussions	0.09822866344605476
although	0.0985576923076923
yourself	0.09876543209876543
involved	0.09900990099009901
policy	0.0990990990990991
meet	0.09923664122137404
everyone	0.09956709956709957
some	0.09992486851990984
future	0.1
grader	0.1
though	0.1
really	0.10037641154328733
hands	0.10091743119266056
exams	0.10097087378640776
may	0.10122699386503067
also	0.10137149672033392
little	0.10184049079754601
find	0.10264900662251655
smart	0.10273972602739725
must	0.10294117647058823
sort	0.10294117647058823
good	0.10324640766365088
put	0.10344827586206896
attention	0.10344827586206896
readings	0.10358974358974359
three	0.10385756676557864
professors	0.10421836228287841
wish	0.1043956043956044
professor	0.10446711220541681
amount	0.10473815461346633
are	0.10483364720652856
etc	0.10483870967741936
material	0.1048723897911833
decent	0.1048951048951049
non	0.10497237569060773
make	0.10509554140127389
consuming	0.10526315789473684
talk	0.10539845758354756
books	0.10550458715596331
clear	0.10552763819095477
general	0.10569105691056911
semester	0.10572259941804074
require	0.10576923076923077
final	0.10593713620488941
sure	0.10594795539033457
might	0.10601719197707736
get	0.10615471485036702
home	0.10625
remember	0.10638297872340426
and	0.10642624728850325
a	0.10646722393312802
more	0.10652173913043478
essay	0.10674157303370786
sets	0.10675381263616558
everything	0.1069182389937107
one	0.10714285714285714
interest	0.10729023383768914
proofs	0.10752688172043011
personal	0.1076923076923077
studying	0.10778443113772455
hard	0.10784313725490197
history	0.10787172011661808
background	0.10810810810810811
quickly	0.10828025477707007
fast	0.10833333333333334
there	0.1084967320261438
isnt	0.10857142857142857
slightly	0.10869565217391304
truly	0.10869565217391304
want	0.1087248322147651
well	0.10893246187363835
the	0.10940054495912807
extremely	0.1094224924012158
top	0.10948905109489052
stories	0.10948905109489052
too	0.10950226244343891
look	0.10982658959537572
apply	0.10989010989010989
so	0.1099236641221374
